run,time_head,dt_target,real_tpv_med,gen_tpv_med,real_gap_med,gen_gap_med,frac_tie,real_reach_y,gen_reach_y,real_reach_visits,gen_reach_steps
L8E120H6_s42,False,gather,2.0,1.0,1.111567419575633,1.675337314605713,0.03799117586094578,3.67419575633128,9.272736549377441,2.0,4.0
DT_L8E120H6_s42,False,next_event,2.0,1.0,1.111567419575633,1.5162774324417114,0.04316033529516675,3.67419575633128,11.08417797088623,2.0,5.0
TH_L8E120H6_s42,True,gather,2.0,1.0,1.111567419575633,1.564029335975647,0.043087616195292854,3.67419575633128,10.448259353637695,2.0,5.0
